,Gen,NbVert,NbActR,NbTeamR,MinTraining,AvgTraining,MaxTraining,MinTrainingScore,AvgTrainingScore,MaxTrainingScore,MinValidation,AvgValidation,MaxValidation,MinValidationScore,AvgValidationScore,MaxValidationScore,T_eval,T_valid,T_decim,T_mutat,T_total,ValidationScoreObs0,ValidationScoreObs01,ValidationScoreObs1,ValidationSuccessObs0,ValidationSuccessObs01,ValidationSuccessObs1,environment,seed,folder,Type,taskGroup,ValidationScoreObs014,ValidationScoreObs4,ValidationSuccessObs014,ValidationSuccessObs4
1003,950,1000,1000,0,-250.2,-178.39,-21.94,-162.01,130.51,254.75,-268.03,-142.79,-34.75,90.75,162.78,216.08,16.07,1.94,0.04,1.97,13052.98,619.955,,540.294,2.6,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,184.379,509.242,0.6,2.0
1004,1000,1000,1000,0,-1018.91,-153.52,-36.46,-698.57,105.15,251.07,-64.33,-138.16,-66.75,115.57,176.58,223.52,15.74,1.94,0.05,2.01,13802.55,615.549,,554.247,2.6,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,181.303,461.497,0.6,2.0
1005,1050,1000,1000,0,-743.52,-129.14,-53.07,-310.97,141.89,236.33,-213.06,-108.74,-72.02,151.3,186.12,223.66,14.37,2.18,0.06,2.25,14608.48,599.872,,538.187,2.6,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,176.911,496.378,0.6,2.0
1006,1100,1000,1000,0,-437.26,-145.82,-37.68,-308.39,123.36,247.12,-208.64,-107.59,-63.64,146.32,182.73,212.02,12.7,2.02,0.05,2.06,15389.05,564.342,,558.739,2.4,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,180.551,511.644,0.6,2.0
1007,1150,1000,1000,0,-706.53,-179.88,-186.59,-516.28,133.9,213.28,-229.43,-151.95,-90.09,147.04,183.35,200.8,15.44,2.44,0.05,2.5,16109.98,525.007,,570.531,2.2,,2.4,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,149.152,517.409,0.4,2.0
1008,1200,1000,1000,0,-906.8,-143.04,22.51,-568.79,144.31,261.73,-222.39,-123.41,-59.89,110.66,182.15,216.29,14.18,2.25,0.05,2.32,16816.74,608.299,,581.121,2.6,,2.2,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,178.267,508.771,0.6,2.0
1009,1250,1000,1000,0,-777.2,-155.51,-30.96,-393.81,113.76,250.04,-273.96,-129.8,-39.09,110.9,175.85,252.96,12.72,2.51,0.05,2.62,17732.37,724.446,,551.991,3.2,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,177.727,483.009,0.6,2.0
1010,1300,1000,1000,0,-931.5,-139.56,47.32,-689.38,146.05,307.98,-203.82,-93.87,-35.91,139.26,179.57,222.06,14.7,2.17,0.05,2.24,18443.84,617.336,,556.025,2.6,,2.2,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,166.729,389.833,0.6,1.6
1011,1350,1000,1000,0,-934.45,-140.93,-3.53,-700.27,115.43,226.28,-215.33,-128.49,-37.71,103.03,168.46,209.92,13.78,2.46,0.06,2.57,19176.64,602.612,,534.377,2.6,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,176.156,466.866,0.6,2.0
1012,1400,1000,1000,0,-523.53,-153.21,-1.73,-147.59,144.65,236.66,-129.32,-115.05,-3.42,141.81,192.25,219.15,15.33,2.43,0.05,2.51,20636.53,646.127,,548.661,2.8,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,125.932,509.114,0.4,2.0
1013,1450,1000,1000,0,-866.43,-163.76,-7.62,-397.8,141.56,278.77,-231.06,-100.53,-34.94,134.11,191.16,233.81,15.91,2.31,0.06,2.36,21556.95,667.358,,566.907,3.0,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,169.959,502.419,0.6,2.0
1014,1500,1000,1000,0,-852.25,-144.21,44.08,-548.16,137.15,289.84,-208.24,-98.23,-9.85,143.21,179.36,214.7,16.4,2.26,0.06,2.3,22686.9,620.008,,557.213,2.6,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,171.522,506.606,0.6,2.0
1015,1550,1000,1000,0,-863.83,-112.89,-15.68,-563.58,137.07,231.71,-167.81,-120.97,-55.71,114.76,166.62,196.9,28.71,3.54,0.06,3.63,23555.11,481.153,,554.1,1.8,,2.2,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,173.636,405.121,0.6,1.6
1016,1600,1000,1000,0,-960.61,-166.9,-161.85,-711.2,122.64,217.46,-224.27,-141.09,-60.64,119.85,163.74,199.65,14.47,2.4,0.05,2.49,24759.92,520.036,,579.097,2.2,,2.2,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,174.213,509.689,0.6,2.0
1017,1650,1000,1000,0,-565.75,-164.47,15.17,-416.65,141.73,286.22,-225.39,-100.15,43.82,114.08,196.96,270.35,15.67,2.58,0.04,2.66,25524.44,799.726,,565.078,3.6,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,177.858,521.54,0.6,2.0
1018,1700,1000,1000,0,-998.36,-134.77,-29.62,-759.57,143.54,251.67,-249.77,-99.97,-20.3,111.04,188.81,234.64,13.75,2.05,0.06,2.1,26268.46,695.609,,595.171,3.0,,2.6,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,187.664,437.584,0.6,1.8
1019,1750,1000,1000,0,-809.38,-154.47,-25.45,-451.72,119.17,214.44,-221.09,-134.01,24.86,77.42,163.04,215.46,14.23,2.09,0.05,2.13,27010.8,637.867,,571.088,2.8,,2.4,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,172.292,503.993,0.6,2.0
1020,1800,1000,1000,0,-1041.29,-141.54,-10.77,-699.75,126.56,249.77,-217.27,-119.16,-54.61,127.07,184.39,247.39,13.23,2.29,0.06,2.63,27782.37,712.469,,591.253,3.0,,2.6,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,174.837,493.853,0.6,2.0
1021,1850,1000,1000,0,-707.19,-115.75,-92.45,-417.91,138.26,262.86,-227.77,-116.57,37.39,121.36,181.46,226.08,42.5,4.37,0.06,4.45,29044.29,655.37,,580.884,2.8,,2.2,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,172.266,494.555,0.6,2.0
1022,1900,1000,1000,0,-693.98,-128.6,46.63,-540.51,143.1,294.75,-198.51,-111.9,-98.85,134.35,166.81,208.27,23.54,2.54,0.07,2.64,30064.76,468.657,,601.091,2.0,,2.6,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,170.218,470.022,0.6,1.8
1023,1950,1000,1000,0,-893.59,-159.65,-48.31,-579.62,150.1,266.89,-227.77,-111.51,-62.69,134.68,187.6,252.85,16.05,2.43,0.05,2.56,30967.26,764.277,,576.003,3.4,,2.6,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,177.634,469.089,0.6,2.0
1024,1999,1000,1000,0,-840.62,-169.01,-13.32,-401.78,153.34,268.89,-213.31,-114.82,-35.29,132.1,196.15,260.96,15.43,2.47,0.05,2.47,31841.98,769.062,,578.053,3.4,,2.2,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,170.935,479.807,0.6,2.0
1025,0,1000,1000,0,-798.04,-145.24,-55.86,-693.93,-20.66,67.5,-38.77,-72.86,-99.71,-12.99,51.9,69.65,15.59,1.82,0.04,1.85,17.55,77.3725,,82.2965,0.0,,0.0,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,70.3811,52.9456,0.0,0.0
1026,50,1000,1000,0,-609.76,-178.76,-148.77,-435.66,79.04,227.69,-392.53,-108.39,-136.82,43.91,149.27,231.71,13.64,1.66,0.03,1.69,701.56,430.438,,721.187,1.6,,3.0,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,183.561,64.6662,0.6,0.0
1027,100,1000,1000,0,-833.08,-220.35,-109.38,-482.91,108.17,267.84,-362.92,-164.39,-123.72,63.75,179.09,235.04,14.86,1.8,0.03,1.82,1441.5,351.887,,734.122,1.2,,3.0,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,155.626,150.274,0.6,0.4
1028,150,1000,1000,0,-764.62,-264.88,-109.38,-592.87,92.31,270.49,-563.49,-229.33,-182.98,-49.82,152.13,240.62,16.44,2.08,0.03,2.1,2243.1,482.646,,733.466,2.0,,3.0,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,173.138,204.483,0.6,0.8
1029,200,1000,1000,0,-857.23,-305.38,-149.04,-430.89,85.28,279.22,-350.46,-181.78,-144.49,76.68,170.1,247.17,16.12,2.09,0.04,2.11,3015.74,574.267,,819.3,2.4,,3.8,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,176.77,327.028,0.6,1.4
1030,250,1000,1000,0,-1154.58,-206.12,-138.06,-706.71,111.89,265.67,-339.1,-186.33,-186.88,105.29,160.63,243.76,13.91,1.95,0.03,1.97,3775.41,621.766,,817.723,2.6,,3.8,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,176.411,226.039,0.6,0.8
1031,300,1000,1000,0,-927.56,-272.77,-149.35,-497.16,88.42,248.27,-330.56,-209.98,-130.16,72.81,166.15,253.94,14.98,2.01,0.03,2.04,4542.24,623.505,,798.676,2.8,,3.6,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,169.987,300.791,0.6,1.2
1032,350,1000,1000,0,-967.7,-259.06,-97.56,-538.04,120.9,323.92,-386.62,-198.43,-171.99,118.48,184.69,241.57,16.6,1.99,0.04,2.02,5330.3,481.127,,798.695,1.8,,3.6,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,168.715,219.872,0.6,0.8
1033,400,1000,1000,0,-836.55,-240.93,-14.79,-593.16,103.98,256.39,-427.64,-223.08,-183.94,72.86,149.41,225.65,14.97,1.98,0.04,2.01,6104.02,350.665,,806.633,1.2,,3.8,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,147.994,281.459,0.4,1.0
1034,450,1000,1000,0,-1097.9,-280.6,-60.7,-655.84,104.89,303.39,-342.05,-173.04,-141.69,90.19,189.28,254.95,15.84,1.88,0.04,1.91,6853.03,638.829,,813.85,2.8,,3.8,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,171.668,224.99,0.6,0.8
1035,500,1000,1000,0,-972.29,-272.64,-135.03,-664.41,98.87,260.56,-340.17,-153.03,-125.91,85.06,171.98,261.44,16.03,1.82,0.04,1.85,7618.75,547.144,,818.654,2.2,,3.8,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,175.457,290.818,0.6,1.0
1036,550,1000,1000,0,-1039.36,-222.95,40.89,-757.69,135.12,302.41,-421.8,-164.43,-6.51,101.18,164.0,208.28,15.55,1.88,0.04,1.92,8365.22,580.393,,594.884,2.4,,2.4,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,175.946,309.555,0.6,1.2
1037,600,1000,1000,0,-1168.21,-272.43,-114.65,-719.11,98.21,267.85,-353.39,-176.31,-163.83,66.84,181.58,237.52,15.41,2.02,0.04,2.13,9133.02,586.93,,802.741,2.6,,3.6,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,172.091,350.18,0.6,1.4
1038,650,1000,1000,0,-954.68,-273.87,-81.04,-659.24,113.15,251.44,-175.85,-185.98,-112.06,104.37,174.45,260.68,16.41,2.04,0.04,2.06,9918.68,698.256,,788.947,3.0,,3.4,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,168.932,223.367,0.6,0.6
1039,700,1000,1000,0,-949.69,-287.01,-97.73,-698.57,25.49,271.53,-784.26,-255.23,-67.9,-402.29,61.32,247.44,14.29,1.91,0.04,1.95,10684.95,582.183,,813.042,2.6,,3.6,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,175.284,219.303,0.6,0.8
1040,750,1000,1000,0,-943.19,-245.44,-42.94,-700.95,125.09,281.38,-374.28,-251.23,-31.82,103.82,174.24,246.26,15.91,2.03,0.04,2.06,11437.15,704.195,,805.973,3.2,,3.8,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,175.214,324.391,0.6,1.2
1041,800,1000,1000,0,-1029.79,-194.87,53.74,-740.43,141.41,272.11,-382.38,-163.85,-151.0,77.52,189.58,236.17,14.87,2.0,0.04,2.06,12241.94,617.576,,790.435,2.6,,3.4,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,175.691,206.613,0.6,0.6
1042,850,1000,1000,0,-1086.78,-214.15,-34.72,-767.69,123.83,287.62,-442.43,-197.25,-35.37,-3.74,166.72,240.2,15.05,1.89,0.05,1.93,13022.74,699.349,,806.749,3.0,,3.6,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,175.75,292.995,0.6,1.0
1043,900,1000,1000,0,-916.6,-246.67,-15.01,-605.01,98.19,278.21,-467.62,-197.45,-27.3,-64.12,143.18,256.23,15.55,1.94,0.05,1.97,13809.53,757.489,,816.647,3.2,,3.8,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,178.682,358.449,0.6,1.2
1044,950,1000,1000,0,-1001.6,-251.61,-21.01,-606.12,128.58,277.45,-374.56,-233.22,-23.91,62.36,155.55,261.53,16.37,2.03,0.03,2.07,14609.22,792.667,,784.09,3.6,,3.6,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,176.762,267.765,0.6,0.8
1045,1000,1000,1000,0,-874.31,-246.36,-192.32,-577.83,141.12,286.79,-430.01,-264.99,-225.94,80.58,174.51,252.84,15.61,2.06,0.04,2.09,15396.72,788.411,,804.298,3.4,,3.8,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,176.336,309.639,0.6,1.0
1046,1050,1000,1000,0,-815.32,-277.96,-189.61,-479.98,133.15,292.99,-464.69,-300.01,-11.53,9.21,144.06,262.28,16.72,1.97,0.04,2.01,16190.22,757.973,,833.175,3.2,,3.8,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,176.074,246.294,0.6,0.8
1047,1100,1000,1000,0,-972.2,-186.78,-196.37,-755.5,125.5,281.6,-281.04,-161.34,-221.13,67.9,208.13,259.22,12.77,2.01,0.04,2.04,16959.32,767.493,,824.946,3.6,,3.8,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,184.717,291.838,0.6,1.0
1048,1150,1000,1000,0,-789.45,-212.36,-128.95,-507.71,156.79,354.86,-34.14,-138.6,-149.63,174.53,250.11,294.58,15.87,2.02,0.04,2.06,17744.86,837.55,,812.28,3.6,,3.8,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,188.47,336.257,0.6,1.4
1049,1200,1000,1000,0,-1009.36,-237.24,-182.0,-706.71,176.88,330.95,-23.14,-162.4,-200.85,169.34,246.92,301.24,16.05,1.94,0.04,1.98,18541.56,776.709,,833.487,3.4,,4.0,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,179.605,309.593,0.6,1.0
1050,1250,1000,1000,0,-894.89,-175.04,-140.7,-622.23,148.96,376.96,-85.9,-182.31,-170.33,169.44,246.51,312.88,13.64,2.16,0.04,2.21,19336.68,667.843,,821.064,2.8,,3.8,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,180.56,353.227,0.6,1.2
1051,1300,1000,1000,0,-1055.4,-230.12,-129.04,-727.22,165.83,362.67,-311.79,-137.97,-204.32,99.98,243.73,289.32,16.33,1.95,0.05,1.98,20130.08,853.628,,838.383,3.6,,3.8,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,184.392,351.504,0.6,1.4
1052,1350,1000,1000,0,-987.69,-174.49,-139.56,-714.61,157.15,360.05,-82.84,-151.51,-186.78,168.91,241.7,309.72,13.72,1.98,0.04,2.02,20920.13,773.296,,755.704,3.2,,3.4,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,189.836,387.633,0.6,1.6
1053,1400,1000,1000,0,-1047.69,-257.44,-137.33,-745.72,163.77,380.81,-47.38,-179.9,-204.54,233.28,260.77,298.43,17.11,2.06,0.04,2.1,21716.37,772.833,,828.657,3.4,,4.0,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,189.49,275.523,0.6,1.0
1054,1450,1000,1000,0,-1075.7,-217.02,-148.75,-746.41,173.93,329.76,-90.33,-123.92,-171.7,161.05,240.81,295.01,16.49,2.08,0.04,2.12,22520.1,821.211,,809.224,3.6,,3.6,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,194.083,254.479,0.6,1.0
1055,1500,1000,1000,0,-1039.1,-212.11,-106.26,-507.31,179.37,341.21,-104.45,-105.57,-127.22,177.0,239.72,322.05,16.72,1.94,0.03,1.98,23342.35,812.294,,785.642,3.6,,3.4,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,193.986,335.15,0.6,1.2
1056,1550,1000,1000,0,-818.25,-214.87,-113.54,-491.99,192.38,404.54,-52.05,-137.52,-142.7,218.96,270.77,320.57,16.89,1.98,0.04,2.01,24156.13,647.141,,821.034,2.8,,3.8,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,192.548,369.64,0.6,1.6
1057,1600,1000,1000,0,-1004.01,-207.31,-89.44,-694.42,168.24,381.33,-104.65,-120.11,-144.46,128.12,258.17,310.33,16.33,2.03,0.04,2.07,24978.22,732.534,,831.962,3.2,,3.8,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,194.943,383.766,0.6,1.6
1058,1650,1000,1000,0,-1124.51,-203.34,-130.71,-758.99,168.33,349.71,-69.66,-138.25,-174.02,159.02,245.06,302.06,16.38,2.03,0.04,2.07,25796.72,837.754,,826.309,3.8,,3.8,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,193.739,294.951,0.6,0.8
1059,1700,1000,1000,0,-1055.87,-179.01,-92.09,-722.41,156.27,371.4,-241.27,-128.58,-122.4,167.78,252.95,318.17,14.7,2.03,0.05,2.08,26635.66,766.378,,834.423,3.4,,4.0,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,194.179,391.225,0.6,1.4
1060,1750,1000,1000,0,-898.74,-199.04,-94.79,-535.35,197.14,394.2,-52.45,-141.32,-135.97,213.65,265.29,319.52,17.0,2.02,0.04,2.06,27463.25,788.543,,842.478,3.6,,4.0,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,194.257,385.085,0.6,1.8
1061,1800,1000,1000,0,-1008.53,-240.08,-164.11,-692.7,125.16,289.6,-349.09,-185.4,-207.92,75.99,207.69,249.29,15.91,2.17,0.04,2.22,28293.26,716.417,,845.82,3.0,,4.0,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,178.256,266.842,0.6,0.8
1062,1850,1000,1000,0,-977.19,-255.29,-202.81,-609.6,112.94,261.54,-407.43,-211.84,-8.72,81.33,194.35,285.02,15.98,2.06,0.05,2.11,29113.69,867.081,,824.394,3.8,,3.8,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,175.873,385.653,0.6,1.6
1063,1900,1000,1000,0,-1013.25,-183.77,-119.11,-617.52,161.02,372.25,-16.2,-139.75,-143.45,189.51,263.72,309.8,14.91,2.07,0.05,2.11,29940.79,748.115,,824.027,3.2,,3.6,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,194.117,350.812,0.6,1.6
1064,1950,1000,1000,0,-1054.98,-177.99,-89.93,-753.06,204.76,399.48,-81.78,-152.52,-150.02,182.71,257.09,306.18,16.06,1.97,0.04,2.02,30770.83,745.371,,835.505,3.2,,3.6,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,192.818,312.475,0.6,1.0
1065,1999,1000,1000,0,-1033.53,-185.9,-65.36,-793.3,189.47,402.91,-56.48,-127.16,-125.15,180.15,259.99,306.99,15.84,2.21,0.04,2.21,31578.35,850.562,,844.595,3.8,,4.0,half_cheetah,5,Lexi.MAPLE,Naive,threeTasks,193.804,354.608,0.6,1.4
1066,0,1000,1000,0,-881.72,-139.74,-25.37,-748.83,-17.72,102.02,-436.36,-81.1,-60.49,-296.46,48.77,79.52,22.61,3.57,0.05,3.59,26.34,126.841,,80.5197,0.4,,0.0,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,99.4184,51.5178,0.2,0.0
1067,50,1000,1000,0,-845.35,-172.54,-84.45,-663.16,59.72,242.7,-297.2,-138.93,-16.87,13.66,140.96,249.29,14.33,2.17,0.04,2.2,987.9,389.762,,802.927,1.6,,3.8,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,178.914,128.829,0.6,0.4
1068,100,1000,1000,0,-925.77,-184.39,-65.78,-753.21,112.59,309.08,-364.49,-161.16,-86.66,24.89,169.35,272.71,17.75,3.86,0.04,3.89,1821.05,334.162,,868.708,1.0,,4.0,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,167.082,102.522,0.6,0.2
1069,150,1000,1000,0,-696.55,-162.58,-4.52,-418.89,102.24,317.0,-360.61,-145.68,-99.37,-40.4,175.74,276.27,13.19,3.48,0.04,3.5,2638.51,389.485,,870.894,1.6,,4.0,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,174.287,171.652,0.6,0.6
1070,200,1000,1000,0,-1175.59,-253.25,-68.12,-754.5,65.53,304.08,-397.95,-152.43,-76.59,16.82,154.43,273.82,17.65,1.85,0.04,1.88,3616.53,399.655,,887.282,1.4,,4.0,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,174.011,115.898,0.6,0.2
1071,250,1000,1000,0,-967.13,-216.08,-110.55,-518.19,90.11,296.85,-356.65,-149.99,-80.95,32.2,152.54,271.59,18.81,1.95,0.04,1.97,4570.83,324.206,,873.806,1.2,,4.0,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,173.597,99.5312,0.6,0.2
1072,300,1000,1000,0,-964.91,-190.05,-85.78,-535.19,73.88,289.8,-671.67,-384.57,-98.07,-283.68,-34.31,269.57,12.77,1.83,0.05,1.86,5434.2,417.147,,867.693,1.6,,4.0,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,180.467,165.352,0.6,0.6
1073,350,1000,1000,0,-933.8,-172.84,-29.33,-704.15,172.84,351.6,-402.86,-162.87,-101.62,1.42,167.08,273.35,16.82,1.91,0.04,1.94,6415.71,417.089,,887.309,1.6,,4.0,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,175.199,235.824,0.6,1.0
1074,400,1000,1000,0,-781.47,-170.65,-68.79,-416.75,116.98,292.2,-340.12,-162.15,-103.25,99.38,168.98,267.49,15.71,2.55,0.05,2.58,7480.06,342.386,,869.303,1.4,,4.0,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,113.078,238.898,0.2,0.6
1075,450,1000,1000,0,-853.04,-240.51,-0.69,-625.97,117.19,321.23,-329.85,-141.08,-89.92,101.61,192.21,273.19,16.85,3.87,0.04,3.9,8474.03,456.894,,882.43,1.8,,4.0,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,174.57,224.696,0.6,0.8
1076,500,1000,1000,0,-837.03,-210.57,-81.85,-376.08,121.03,279.92,-96.53,-107.39,-111.54,93.7,163.89,267.54,15.46,3.63,0.04,3.65,9579.15,611.628,,864.846,2.4,,3.8,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,172.86,258.512,0.6,0.8
1077,550,1000,1000,0,-905.14,-202.54,-58.0,-462.58,138.5,298.11,-242.64,-92.19,-106.33,116.72,197.0,278.73,18.21,2.29,0.05,2.31,10535.71,568.781,,888.83,2.6,,4.0,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,181.905,256.05,0.6,1.0
1078,600,1000,1000,0,-886.17,-213.1,-72.4,-550.32,109.24,299.46,-314.48,-142.04,-86.31,111.69,197.84,274.25,18.78,2.04,0.05,2.08,11752.41,502.749,,885.282,2.0,,4.0,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,174.303,220.015,0.6,0.8
1079,650,1000,1000,0,-919.45,-210.63,-168.73,-464.35,98.36,268.05,-155.25,-157.02,-81.54,75.43,162.31,273.27,16.99,2.31,0.05,2.34,12608.61,599.83,,880.958,2.6,,4.0,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,175.484,245.956,0.6,0.8
1080,700,1000,1000,0,-703.0,-157.36,-1.22,-396.54,135.42,287.04,-305.84,-140.37,-32.51,99.87,187.06,274.42,13.04,2.07,0.05,2.11,13366.58,507.469,,870.68,2.0,,4.0,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,161.736,229.447,0.6,0.8
1081,750,1000,1000,0,-751.61,-157.87,-37.97,-532.38,134.12,299.17,-322.82,-170.29,-60.89,84.92,167.46,272.79,14.65,3.26,0.06,3.31,14209.15,437.018,,883.957,1.8,,4.0,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,173.17,323.209,0.6,1.0
1082,800,1000,1000,0,-872.32,-182.26,-96.06,-593.5,115.71,281.25,-280.66,-99.36,-93.6,94.06,184.47,272.09,15.58,2.21,0.06,2.26,15007.99,470.276,,879.163,2.0,,4.0,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,178.755,337.785,0.6,1.0
1083,850,1000,1000,0,-1016.86,-178.48,-61.4,-665.4,102.74,287.74,-226.12,-103.4,-85.29,81.84,176.48,273.15,15.27,2.14,0.04,2.18,15896.45,471.529,,873.459,2.0,,4.0,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,180.013,316.623,0.6,1.0
1084,900,1000,1000,0,-936.96,-186.23,-145.7,-600.67,126.38,275.84,-326.33,-105.81,-125.67,96.11,177.07,278.1,15.81,2.03,0.04,2.08,16973.36,588.963,,890.087,2.4,,4.0,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,183.336,311.449,0.6,1.0
1085,950,1000,1000,0,-885.9,-241.87,-149.34,-462.5,133.05,287.57,-305.37,-221.71,-119.91,106.58,162.6,280.32,20.41,2.13,0.06,2.2,18267.45,317.795,,891.04,1.2,,4.0,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,177.061,337.541,0.6,1.0
1086,1000,1000,1000,0,-918.89,-203.73,-96.17,-586.12,143.12,309.27,-300.62,-198.72,-128.61,87.46,167.34,277.49,17.7,2.28,0.06,2.33,19219.61,524.022,,888.154,2.2,,4.0,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,177.124,313.343,0.6,1.0
1087,1050,1000,1000,0,-1068.39,-163.77,-128.31,-704.66,166.3,324.84,-244.08,-207.97,-158.17,75.06,168.28,281.09,20.5,2.63,0.06,2.66,20081.35,533.493,,895.774,2.4,,4.0,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,168.731,306.991,0.6,1.0
1088,1100,1000,1000,0,-736.08,-153.32,-17.28,-449.81,135.99,304.9,-306.6,-157.7,-132.77,105.28,188.07,279.6,21.62,2.15,0.05,2.19,21057.45,549.218,,891.971,2.4,,4.0,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,180.427,290.161,0.6,1.0
1089,1150,1000,1000,0,-848.76,-251.6,-123.25,-545.56,124.43,293.53,-309.8,-195.56,-150.25,80.4,177.29,279.24,17.7,2.8,0.05,2.84,21944.35,591.422,,892.336,2.6,,4.0,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,177.876,375.489,0.6,1.4
1090,1200,1000,1000,0,-908.35,-248.19,-104.19,-440.41,137.19,271.95,-43.06,-135.55,-119.97,118.22,189.07,271.75,17.71,2.18,0.05,2.2,22857.67,575.259,,885.42,2.4,,4.0,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,180.643,437.979,0.6,2.0
1091,1250,1000,1000,0,-861.64,-160.39,-115.62,-414.99,129.24,302.19,-393.68,-150.62,-89.22,127.87,218.04,279.19,18.38,2.26,0.06,2.31,23811.55,537.813,,896.324,2.4,,4.0,half_cheetah,6,Lexi.MAPLE,Naive,threeTasks,178.795,407.747,0.6,1.8
