,Gen,NbVert,NbActR,NbTeamR,MinTraining,AvgTraining,MaxTraining,MinTrainingScore,AvgTrainingScore,MaxTrainingScore,MinValidation,AvgValidation,MaxValidation,MinValidationScore,AvgValidationScore,MaxValidationScore,T_eval,T_valid,T_decim,T_mutat,T_total,ValidationScoreObs0,ValidationScoreObs01,ValidationScoreObs1,ValidationSuccessObs0,ValidationSuccessObs01,ValidationSuccessObs1,environment,seed,folder,Type,taskGroup,ValidationScoreObs014,ValidationScoreObs4,ValidationSuccessObs014,ValidationSuccessObs4
2356,950,3967,3000,488,-1252.16,-22.91,512.41,-911.11,263.1,916.94,-18.35,-44.96,133.62,20.88,188.39,425.68,13.88,26.29,0.13,27.0,14386.0,763.903,,710.168,3.4,,3.0,half_cheetah,7,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,297.399,64.7524,1.2,0.0
2357,1000,4031,3000,493,-1269.3,-10.09,470.81,-915.03,250.08,852.73,-287.68,-47.35,185.08,3.77,187.71,450.58,12.18,26.45,0.13,27.1,15109.34,710.594,,712.054,3.0,,3.0,half_cheetah,7,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,295.927,64.8555,1.2,0.0
2358,1050,4010,3000,494,-985.54,-18.19,480.55,-784.96,261.07,873.29,-120.21,-51.91,170.13,-22.11,185.31,448.25,12.99,26.87,0.1,27.32,15825.62,710.453,,714.693,3.0,,3.0,half_cheetah,7,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,298.307,64.8574,1.2,0.0
2359,1100,4091,3000,495,-1286.5,-12.28,568.56,-876.2,257.65,904.88,-205.1,-44.22,175.75,6.87,192.88,465.07,12.85,26.47,0.11,27.0,16540.47,766.663,,716.831,3.4,,3.0,half_cheetah,7,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,296.768,64.8433,1.2,0.0
2360,1150,3975,3000,496,-1167.73,-5.0,485.41,-848.27,289.95,865.72,-56.34,-36.75,184.95,20.79,196.44,457.97,13.52,25.73,0.2,26.38,17262.75,784.127,,717.031,3.4,,3.0,half_cheetah,7,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,299.161,64.8544,1.2,0.0
2361,1200,4045,3000,497,-1346.92,8.03,536.49,-910.83,297.92,922.62,-243.99,-40.72,183.46,6.36,198.58,443.55,13.65,26.38,0.11,26.87,17980.76,849.614,,718.575,4.0,,3.0,half_cheetah,7,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,295.986,64.8575,1.2,0.0
2362,1250,4041,3000,492,-1085.65,-2.35,459.23,-774.6,278.87,861.27,-772.0,-42.2,145.73,-436.92,194.5,474.88,13.48,26.76,0.11,27.26,18698.46,841.175,,719.384,3.8,,3.0,half_cheetah,7,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,299.548,64.7516,1.2,0.0
2363,1300,4031,3000,495,-1209.74,4.99,497.55,-916.97,287.57,881.0,-325.14,-42.9,131.85,-0.88,194.66,451.11,13.27,27.91,0.11,28.54,19425.78,753.314,,721.565,3.4,,3.0,half_cheetah,7,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,294.976,64.8569,1.2,0.0
2364,1350,3935,3000,493,-1174.2,-3.09,466.75,-916.62,273.47,845.92,-390.26,-42.6,152.85,-1.1,200.54,466.78,13.21,27.76,0.13,28.32,20175.67,774.395,,717.821,3.4,,3.0,half_cheetah,7,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,294.113,64.8555,1.2,0.0
2365,1400,3973,3000,492,-1241.79,0.15,503.07,-823.34,280.55,886.52,-137.16,-48.91,168.42,0.99,196.68,471.49,13.03,27.96,0.12,28.45,20911.34,749.79,,715.676,3.4,,3.0,half_cheetah,7,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,293.406,64.8563,1.2,0.0
2366,1450,3977,3000,492,-1381.42,3.6,449.55,-843.65,310.77,843.46,-328.17,-57.44,170.62,-57.52,195.12,476.05,14.48,27.93,0.12,28.41,21639.69,740.285,,724.82,3.4,,3.0,half_cheetah,7,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,295.14,64.8338,1.2,0.0
2367,1500,4007,3000,493,-1307.18,3.06,492.66,-894.08,276.55,870.15,-283.96,-41.63,151.24,-20.95,195.78,452.6,12.73,27.31,0.13,27.89,22381.64,760.547,,718.745,3.4,,3.0,half_cheetah,7,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,294.516,64.8509,1.2,0.0
2368,1550,3960,3000,492,-1090.1,10.79,526.19,-674.26,289.11,915.1,-136.72,-37.11,141.39,22.7,202.04,458.14,12.77,27.54,0.13,28.02,23117.0,784.622,,722.114,3.4,,3.0,half_cheetah,7,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,298.018,64.8579,1.2,0.0
2369,1600,3938,3000,492,-1027.89,15.31,468.7,-622.17,285.03,861.55,-364.55,-33.16,140.34,18.79,202.46,468.08,12.71,27.48,0.13,27.97,23847.06,760.532,,723.099,3.2,,3.0,half_cheetah,7,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,295.808,64.8549,1.2,0.0
2370,1650,4036,3000,493,-929.64,13.29,518.64,-572.29,297.2,903.25,-460.62,-35.2,161.14,-102.82,199.45,454.45,13.39,27.55,0.14,28.12,24587.82,724.077,,716.863,3.2,,3.0,half_cheetah,7,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,294.937,64.8566,1.2,0.0
2371,1700,3975,3000,490,-953.98,-12.8,482.3,-584.66,261.12,862.38,-315.74,-42.03,115.48,-2.39,193.66,450.69,12.85,27.4,0.13,27.92,25321.01,752.938,,716.549,3.4,,3.0,half_cheetah,7,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,297.167,64.7508,1.2,0.0
2372,1750,3976,3000,493,-1094.85,7.42,587.32,-672.07,309.13,982.38,-317.25,-32.75,175.57,17.87,203.23,474.34,13.37,27.79,0.12,28.32,26072.09,856.045,,734.925,3.8,,3.0,half_cheetah,7,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,297.782,64.8577,1.2,0.0
2373,1800,4032,3000,495,-1036.92,-3.81,495.79,-655.71,270.85,910.41,-21.12,-28.48,118.93,11.62,201.39,459.83,12.39,26.22,0.26,26.91,26812.26,759.935,,734.513,3.4,,3.0,half_cheetah,7,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,295.214,64.753,1.2,0.0
2374,1850,4039,3000,497,-1358.27,8.09,501.5,-900.95,305.98,890.6,-336.52,-30.3,131.63,-5.31,198.75,445.29,13.84,26.86,0.28,27.49,27557.8,801.176,,726.501,3.4,,3.0,half_cheetah,7,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,295.398,64.8566,1.2,0.0
2375,1900,4006,3000,495,-1145.45,14.32,531.31,-739.2,310.73,924.28,-335.01,-28.82,160.43,3.4,202.49,442.49,13.33,26.99,0.15,27.55,28297.86,806.699,,732.562,3.6,,3.0,half_cheetah,7,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,295.91,64.857,1.2,0.0
2376,1950,4087,3000,494,-1007.32,18.66,532.41,-632.13,321.0,919.41,-226.86,-27.99,131.79,-1.84,201.49,449.05,14.22,26.72,0.16,27.53,29035.23,823.507,,737.896,3.6,,3.0,half_cheetah,7,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,302.377,64.7509,1.2,0.0
2377,1999,4136,3000,496,-911.12,3.41,513.51,-453.87,307.8,909.5,-261.04,-25.8,175.49,-6.66,203.43,457.03,13.91,26.97,0.16,26.97,29762.66,867.195,,755.576,3.8,,3.0,half_cheetah,7,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,300.958,64.8579,1.2,0.0
2378,0,4500,3000,500,-1029.01,-138.78,6.01,-857.67,-19.59,82.32,-201.57,-91.51,-47.5,-117.25,23.32,69.2,13.94,37.32,0.08,37.75,51.93,75.3434,,85.35,0.0,,0.0,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,71.0318,52.4992,0.0,0.0
2379,50,4407,3000,497,-1149.15,-154.96,417.58,-910.85,158.36,951.75,-613.37,-130.81,147.61,-188.6,140.91,426.27,14.98,32.33,0.09,32.99,777.62,501.488,,948.216,2.0,,4.0,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,279.075,62.658,1.2,0.0
2380,100,4282,3000,496,-1214.21,-94.97,520.2,-931.13,183.49,1025.95,-403.48,-97.09,140.4,-61.59,168.2,469.73,12.88,32.02,0.09,32.65,1582.12,650.997,,1009.46,3.0,,4.6,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,277.944,64.4669,1.2,0.0
2381,150,4199,3000,496,-1193.56,-57.06,610.31,-923.21,284.41,1095.7,-304.63,-80.99,153.34,-30.36,205.7,498.74,15.04,29.94,0.1,30.64,2385.97,659.62,,1091.17,2.8,,5.0,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,295.475,64.6421,1.2,0.0
2382,200,4351,3000,497,-1357.91,-64.93,614.97,-879.81,278.12,1103.41,-324.85,-81.74,232.36,-5.54,217.69,546.36,14.15,29.59,0.1,30.27,3192.64,783.526,,1092.03,3.4,,5.0,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,298.949,64.8166,1.2,0.0
2383,250,4204,3000,496,-1272.62,-44.48,597.94,-922.63,278.07,1116.45,-387.45,-84.18,212.24,-42.79,221.74,543.33,13.55,30.59,0.11,31.25,4003.71,875.718,,1106.8,4.0,,5.0,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,302.054,67.1975,1.2,0.0
2384,300,4298,3000,494,-1278.58,-16.95,595.8,-908.04,369.4,1113.84,-313.43,-71.96,265.2,-90.16,245.39,577.14,15.84,35.64,0.11,36.42,4835.59,911.877,,1096.0,4.2,,5.0,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,326.938,113.603,1.2,0.2
2385,350,4447,3000,496,-1159.14,-50.12,597.03,-941.6,304.1,1109.51,-525.01,-83.92,187.81,-272.25,230.09,577.52,15.91,32.7,0.13,33.52,5674.99,919.756,,1107.02,4.2,,5.0,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,362.87,193.577,1.2,0.8
2386,400,4125,3000,495,-1351.5,-4.15,650.78,-869.45,358.41,1142.11,-272.56,-62.71,250.37,3.99,253.13,582.18,14.86,31.77,0.15,32.55,6524.41,933.341,,1178.71,4.0,,5.0,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,413.048,217.405,1.6,0.8
2387,450,4306,3000,498,-1155.1,14.16,693.23,-920.27,374.36,1184.08,-481.84,-53.45,233.0,-20.78,267.06,650.5,15.41,33.88,0.15,34.69,7387.12,956.305,,1169.37,4.2,,5.2,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,533.151,345.468,2.2,1.2
2388,500,4132,3000,497,-1194.57,12.83,708.31,-912.56,370.44,1180.39,-371.05,-42.36,259.49,-5.71,280.49,670.81,16.25,34.8,0.14,35.6,8289.67,920.693,,1160.68,4.4,,5.2,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,581.946,373.102,2.6,1.2
2389,550,4201,3000,495,-1403.38,-11.9,720.83,-920.7,350.01,1192.28,-260.53,-49.54,280.33,33.7,271.79,689.7,16.83,36.04,0.15,36.82,9199.01,999.502,,1185.81,4.6,,5.2,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,643.436,397.754,2.6,1.8
2390,600,4093,3000,494,-1272.66,-7.83,751.5,-921.38,347.41,1227.93,-496.71,-44.25,276.21,-0.01,283.81,682.73,17.1,35.79,0.1,36.39,10099.18,979.743,,1169.97,4.4,,5.4,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,484.843,370.354,2.2,1.2
2391,650,4061,3000,492,-1194.39,-25.21,722.94,-940.09,343.54,1201.42,-349.2,-35.51,331.78,11.17,290.87,742.88,17.45,36.66,0.1,37.26,11021.85,979.588,,1182.74,4.6,,5.2,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,733.343,395.67,3.4,1.4
2392,700,3979,3000,492,-1212.07,-12.64,700.87,-911.54,341.48,1207.36,-355.62,-43.09,318.08,-0.98,282.51,699.35,16.92,37.34,0.1,37.94,11946.82,923.29,,1179.46,4.2,,5.2,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,608.09,418.094,2.6,1.8
2393,750,3985,3000,491,-1210.41,12.66,726.87,-910.5,380.12,1221.34,-384.86,-35.64,316.72,4.41,287.12,718.95,17.55,36.78,0.11,37.36,12871.08,915.045,,1189.72,4.2,,5.4,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,690.797,422.46,3.0,1.6
2394,800,4044,3000,493,-1351.37,11.07,726.56,-921.96,380.02,1221.16,-256.9,-34.38,340.09,-96.87,283.38,713.43,17.65,37.5,0.13,38.09,13792.39,1029.81,,1198.25,4.8,,5.2,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,675.73,452.728,3.0,2.0
2395,850,4022,3000,492,-1189.9,3.52,740.36,-919.13,366.11,1228.56,-661.99,-34.42,342.43,-257.67,295.65,769.84,18.09,35.95,0.11,36.57,14717.21,927.647,,1210.44,4.2,,5.6,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,668.559,439.94,3.0,2.0
2396,900,4054,3000,490,-1321.49,23.07,760.35,-869.89,392.92,1249.78,-364.87,-37.41,359.48,-35.61,297.73,763.98,17.12,40.04,0.12,40.65,15690.63,1020.35,,1230.03,4.6,,5.8,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,699.338,445.074,3.0,2.0
2397,950,3990,3000,492,-1313.89,30.05,746.45,-923.62,400.68,1246.25,-373.81,-34.71,325.43,-4.32,305.5,738.48,16.94,40.4,0.29,41.18,16645.87,954.683,,1223.15,4.2,,6.0,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,660.041,435.625,3.0,2.0
2398,1000,4058,3000,494,-1266.49,21.63,755.74,-914.84,386.45,1253.3,-363.4,-41.22,326.83,-0.91,305.28,735.97,16.56,38.8,0.12,39.35,17597.82,969.987,,1225.19,4.4,,6.0,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,717.392,443.914,3.2,2.0
2399,1050,4003,3000,491,-1136.9,-19.61,740.09,-941.0,369.19,1240.55,-295.39,-42.89,360.97,-0.14,300.62,753.55,20.55,42.35,0.1,42.91,18643.8,997.957,,1217.91,4.6,,5.8,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,699.969,436.529,3.0,2.0
2400,1100,4031,3000,488,-1277.79,6.87,742.93,-919.45,371.97,1242.45,-260.48,-33.64,408.88,6.48,307.51,791.7,20.4,47.71,0.11,48.24,19720.73,1023.22,,1223.91,4.6,,5.8,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,669.309,477.03,3.0,2.0
2401,1150,4017,3000,489,-1191.86,43.23,744.32,-933.1,410.51,1239.27,-687.41,-32.77,401.04,-393.31,311.58,803.95,18.5,43.81,0.13,44.38,20799.35,1086.53,,1209.81,5.0,,5.8,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,677.898,443.133,3.0,1.8
2402,1200,3977,3000,492,-1328.82,56.19,775.94,-921.39,436.13,1263.05,-357.03,-25.42,364.47,-49.01,320.08,754.33,20.66,47.41,0.11,48.01,21893.07,969.668,,1218.12,4.4,,5.8,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,629.015,467.207,2.8,2.0
2403,1250,3990,3000,489,-1258.4,68.25,758.01,-922.13,442.25,1248.49,-346.15,-24.08,381.92,3.23,315.75,798.29,20.12,46.92,0.12,47.47,22955.17,1020.15,,1231.44,4.6,,5.8,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,728.126,451.066,3.2,2.0
2404,1300,4009,3000,492,-1274.44,2.8,773.35,-869.71,374.08,1262.5,-378.89,-22.96,383.37,-54.74,317.85,781.52,20.28,47.83,0.12,48.41,24029.4,1018.56,,1244.09,4.8,,6.0,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,739.043,470.148,3.0,2.0
2405,1350,3978,3000,489,-1234.49,29.9,765.35,-929.42,392.66,1252.45,-384.13,-17.45,395.36,-23.3,318.24,795.94,18.64,42.52,0.13,43.18,25097.08,1100.65,,1243.9,5.2,,5.8,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,747.414,496.278,3.4,2.0
2406,1400,4069,3000,489,-1211.03,27.8,783.51,-911.01,391.33,1269.42,-406.69,-26.0,385.21,-49.9,312.93,795.01,18.21,42.4,0.14,43.11,26143.19,1105.74,,1251.92,5.0,,6.0,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,699.604,483.541,3.0,2.0
2407,1450,4048,3000,489,-1203.17,60.82,798.08,-909.1,435.1,1282.93,-315.75,-21.8,405.47,3.47,321.44,821.11,18.9,46.61,0.13,47.25,27164.71,1074.17,,1281.71,4.8,,6.0,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,749.919,461.481,3.4,2.0
2408,1500,4030,3000,488,-1310.62,27.45,777.62,-916.06,392.74,1261.59,-256.23,-27.55,391.49,36.68,314.22,806.64,18.91,44.81,0.15,45.54,28217.66,1054.36,,1244.45,4.8,,5.8,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,766.035,478.164,3.4,2.0
2409,1550,4018,3000,492,-1141.75,44.91,785.48,-919.34,411.11,1271.43,-345.0,-21.06,402.23,-98.16,323.76,817.79,18.31,46.35,0.15,47.09,29274.42,1105.51,,1272.27,5.2,,6.0,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,703.518,462.986,3.2,2.0
2410,1600,4031,3000,494,-1177.09,45.59,764.48,-749.73,407.94,1271.03,-379.41,-24.0,406.14,-29.11,318.74,816.57,18.83,46.58,0.15,47.29,30342.78,1006.94,,1245.73,4.6,,6.0,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,721.083,459.907,3.0,1.8
2411,1650,4067,3000,494,-1340.47,39.78,782.41,-925.65,416.09,1274.99,-258.35,-22.74,404.42,-60.07,323.98,816.02,19.23,44.32,0.13,44.94,31451.12,1106.92,,1268.15,5.2,,6.0,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,749.327,484.807,3.4,2.0
2412,1700,4068,3000,491,-1256.47,19.22,793.69,-908.4,377.68,1277.14,-348.17,-27.99,391.2,-46.55,315.32,808.6,20.12,47.66,0.13,48.26,32563.96,1027.66,,1268.29,4.8,,6.0,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,723.962,480.144,3.2,2.0
2413,1750,4095,3000,494,-1268.39,52.6,767.77,-908.06,421.76,1273.98,-400.26,-21.2,440.74,39.6,322.56,844.37,19.38,49.29,0.15,49.95,33669.56,1066.1,,1258.5,4.8,,6.0,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,733.222,493.129,3.2,2.0
2414,1800,3971,3000,489,-1196.22,35.07,800.03,-912.29,398.63,1279.48,-446.02,-30.09,388.82,-38.33,314.76,793.52,18.67,45.7,0.18,46.34,34771.71,1075.65,,1265.5,5.0,,6.0,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,748.688,453.647,3.4,2.0
2415,1850,3986,3000,494,-1252.01,88.44,796.2,-908.45,457.95,1283.42,-320.31,-15.95,394.39,49.94,328.33,801.83,19.72,45.62,0.16,46.59,35857.13,1004.57,,1283.85,4.6,,6.0,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,752.84,471.86,3.4,2.0
2416,1900,4037,3000,493,-912.05,79.51,788.09,-646.36,449.68,1283.85,-325.95,-21.94,407.62,15.39,326.05,809.26,18.17,44.28,0.21,44.99,36912.17,1087.89,,1275.27,5.0,,6.0,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,766.582,461.281,3.6,2.0
2417,1950,4012,3000,491,-1048.55,17.0,785.41,-920.16,394.43,1276.64,-473.86,-31.18,400.55,-42.68,316.19,813.82,18.13,45.85,0.17,46.57,37985.01,1030.25,,1261.67,4.8,,6.0,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,761.782,504.908,3.4,2.0
2418,1999,4008,3000,496,-906.43,60.34,766.55,-644.86,429.67,1273.56,-866.7,-23.32,399.59,-694.21,324.56,811.43,19.77,44.64,0.16,44.64,39071.85,1090.29,,1274.35,5.0,,6.0,half_cheetah,8,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,762.482,503.932,3.6,2.0
2419,0,4500,3000,500,-1039.83,-142.79,-0.19,-914.47,-19.66,78.96,-466.28,-101.21,-44.11,-318.75,22.64,70.03,14.41,35.0,0.08,35.46,50.17,77.8099,,84.4565,0.0,,0.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,71.1105,52.1726,0.0,0.0
2420,50,4406,3000,497,-1079.61,-90.48,314.71,-911.13,184.76,743.11,-227.33,-90.74,5.51,-86.1,134.85,253.2,13.8,31.8,0.08,32.43,818.55,552.473,,719.738,2.4,,3.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,222.169,142.512,0.8,0.0
2421,100,4342,3000,495,-1160.2,-25.62,425.81,-916.71,212.84,833.12,-302.23,-82.37,80.14,-24.89,159.13,362.08,11.41,29.16,0.14,29.94,1587.41,657.227,,790.428,2.8,,3.4,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,270.125,305.227,1.0,1.0
2422,150,4085,3000,497,-1296.61,-17.53,482.68,-909.66,263.63,881.19,-589.57,-66.35,116.82,-322.39,181.13,388.35,14.42,35.07,0.14,35.71,2354.08,705.857,,876.054,3.0,,4.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,283.706,353.012,1.2,1.0
2423,200,4127,3000,498,-1162.87,-2.05,503.31,-918.46,275.61,904.54,-252.99,-61.55,163.39,6.79,195.56,413.82,14.21,29.69,0.14,30.43,3129.89,647.82,,889.898,3.0,,4.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,284.102,438.279,1.2,2.0
2424,250,4374,3000,498,-1215.16,6.01,524.81,-921.59,264.85,920.0,-517.9,-68.76,217.94,-240.8,188.84,479.02,12.44,32.71,0.14,33.56,3926.26,806.662,,911.902,3.4,,4.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,381.992,448.395,1.4,2.0
2425,300,4452,3000,496,-1252.95,-8.61,617.4,-920.4,313.77,1030.73,-382.75,-46.52,278.21,-57.47,209.26,519.25,17.33,28.97,0.16,29.67,4734.48,874.992,,929.678,4.0,,4.2,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,290.007,471.617,1.2,2.0
2426,350,4239,3000,496,-1222.39,16.34,592.34,-934.41,306.76,991.46,-195.34,-57.21,199.91,-7.95,214.92,487.54,13.17,29.45,0.15,30.19,5520.24,844.174,,972.766,3.6,,4.2,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,406.84,490.334,1.6,2.0
2427,400,4119,3000,496,-1101.58,27.96,639.25,-934.65,321.53,1034.62,-312.36,-49.98,230.43,21.24,218.42,493.17,13.27,29.69,0.15,30.37,6322.4,853.545,,993.384,3.8,,4.4,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,287.847,516.573,1.2,2.0
2428,450,4065,3000,497,-1192.41,30.98,653.42,-914.5,328.9,1065.79,-263.77,-40.77,251.05,27.91,223.85,518.16,13.42,31.77,0.16,32.45,7175.31,883.864,,1021.51,4.0,,5.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,305.917,517.435,1.2,2.0
2429,500,4003,3000,495,-1112.72,29.63,649.61,-785.24,327.66,1061.67,-309.77,-45.99,178.37,-5.89,223.05,481.18,13.16,30.22,0.15,30.89,7979.53,864.095,,1031.77,3.8,,4.8,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,296.798,514.399,1.2,2.0
2430,550,4061,3000,495,-1108.31,8.07,647.33,-913.7,325.29,1061.23,-280.79,-55.94,217.72,-85.24,226.34,519.01,14.16,30.84,0.2,31.79,8811.99,850.391,,1019.91,3.8,,4.6,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,306.212,535.188,1.2,2.0
2431,600,4034,3000,493,-1248.09,47.85,664.39,-918.47,362.64,1079.26,-359.33,-46.94,270.26,-13.27,251.76,644.99,14.02,30.93,0.19,31.77,9715.08,824.53,,1029.48,3.8,,4.8,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,631.899,550.657,2.8,2.2
2432,650,4035,3000,496,-1246.17,48.79,656.1,-846.14,369.98,1069.52,-329.36,-45.7,294.91,-1.24,254.43,640.43,14.04,32.06,0.15,32.55,10547.35,867.163,,1024.32,3.8,,4.6,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,726.584,560.459,3.4,2.2
2433,700,4029,3000,492,-1250.12,69.63,646.69,-913.06,374.29,1060.46,-288.7,-50.0,298.91,13.36,256.19,676.54,13.35,31.37,0.16,32.23,11372.35,937.723,,1049.67,4.2,,5.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,700.229,556.791,3.0,2.2
2434,750,4003,3000,494,-1235.6,34.39,601.91,-921.23,379.87,1071.14,-569.32,-53.58,300.06,-134.34,249.09,650.14,17.1,32.34,0.13,32.9,12217.49,974.377,,1027.0,4.6,,4.8,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,709.197,576.929,3.0,2.4
2435,800,3972,3000,494,-1116.15,43.4,671.88,-919.34,419.47,1062.47,-347.4,-48.32,310.82,8.24,258.35,694.9,16.63,33.28,0.2,34.14,13077.4,971.555,,1052.73,4.4,,5.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,726.708,598.158,3.2,2.8
2436,850,3979,3000,492,-1188.66,69.63,691.08,-809.21,411.13,1067.44,-329.05,-47.2,309.94,4.08,253.91,680.07,15.0,32.74,0.2,33.71,13930.93,981.293,,1038.74,4.4,,5.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,606.121,620.101,2.8,2.6
2437,900,4022,3000,491,-1204.24,88.71,676.75,-875.97,420.35,1063.86,-273.84,-57.65,341.05,-33.29,251.02,728.95,15.0,35.08,0.17,35.91,14826.5,1006.19,,1038.07,4.6,,4.6,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,698.883,640.573,3.0,3.0
2438,950,3962,3000,493,-1132.89,32.45,700.71,-925.29,388.11,1080.98,-345.45,-53.07,341.56,-23.85,269.4,744.63,16.81,39.04,0.11,39.52,15800.71,992.778,,1034.41,4.4,,4.8,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,680.375,654.99,3.0,3.0
